z,n,symbol,radius,unc_r,half_life,unc_hl,unit_hl,half_life_sec,unc_hls,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,binding,unc_ba,atomic_mass,unc_am,massexcess,unc_me,me_systematics,discovery,ENSDFpublicationcut-off,ENSDFauthors,Extraction_date
10,9,Ne,3.0082,0.004,17.22,2,s,17.22,0.02,EC+B+,100,,,,,,,,7567.3431,0.0084,19001880.91,0.171,1752.054,0.16,N,1939,31-Oct-94,TILLEY and  WELLER and  CHEVES and  CHASTELER,10/18/2023
10,10,Ne,3.0055,0.0021,STABLE,,,,,,,,,,,,,,8032.2412,0.0002,19992440.18,0.00165,-7041.93217,0.00154,N,1913,21-Apr-97,D. R. TILLEY and  C. CHEVES and  J. KELLEY and  S. RAMAN and  H. WELLER,10/18/2023
10,11,Ne,2.9695,0.0033,STABLE,,,,,,,,,,,,,,7971.7136,0.0018,20993846.69,0.041,-5731.776,0.038,N,1928,15-Jan-15,R.B. FIRESTONE,10/18/2023
10,12,Ne,2.9525,0.004,STABLE,,,,,,,,,,,,,,8080.4656,0.0008,21991385.11,0.018,-8024.716,0.018,N,1913,1-Apr-15,M. Shamsuzzoha Basunia,10/18/2023
10,13,Ne,2.9104,0.0071,37.25,10,s,37.25,0.1,B-,100,,,,,,,,7955.2561,0.0045,22994466.91,0.112,-5154.045,0.104,N,1936,1-Jun-20,M.S. Basunia{+#} and  A. Chakraborty{+##},10/18/2023
10,14,Ne,2.9007,0.0078,3.38,2,m,202.8,1.2,B-,100,,,,,,,,7993.3252,0.0214,23993610.65,0.55,-5951.642,0.513,N,1956,31-Mar-22,M. Shamsuzzoha Basunia and  Anagha Chakraborty,10/18/2023
10,15,Ne,2.9316,0.0088,602,8,ms,0.602,0.008,B-,100,,,,,,,,7839.7994,1.1618,24997814.8,31.181,-2035.503,29.045,N,1970,1-Feb-08,R.B. FIRESTONE,10/18/2023
10,16,Ne,2.9251,0.01,197,2,ms,0.197,0.002,B-,100,,B-N,0.13,0.03,,,,7751.911,0.7088,26000516.5,19.784,481.114,18.429,N,1970,1-Feb-16,M.S. Basunia and A.M. Hurst,10/18/2023
10,17,Ne,,,31.5,13,ms,0.0315,0.0013,B-,100,,B-N,2,0.5,,,,7520.4151,3.3619,27007569.46,97.445,7050.91,90.77,N,1977,30-Nov-10,M. Shamsuzzoha Basunia,10/18/2023
10,18,Ne,2.9642,0.0134,20,1,ms,0.02,0.001,B-,100,,B-N,12,1,B-2N,3.7,0.5,7388.3463,4.5024,28012130.77,135.339,11299.738,126.068,N,1979,1-Apr-13,M. Shamsuzzoha Basunia,10/18/2023
10,19,Ne,,,15,3,ms,0.015,0.003,B-,100,,B-N,28,5,B-2N,4,1,7167.0673,5.1553,29019753,160.5,18399.803,149.505,N,1985,1-Jan-12,M. Shamsuzzoha Basunia,10/18/2023
10,20,Ne,,,7.3,3,ms,0.0073,0.0003,B-,100,,B-N,13,4,B-2N,8.9,2.3,7034.5317,8.4417,30024992.24,271.875,23280.12,253.25,N,1985,30-Jun-10,M. SHAMSUZZOHA BASUNIA,10/18/2023
10,21,Ne,,,3.4,8,ms,0.0034,0.0008,B-,100,,B-2N,,,B-3N,,,6813.0902,8.5869,31033474.82,285.772,31181.594,266.195,N,1996,24-Jun-22,Jun Chen and Balraj Singh,10/18/2023
10,22,Ne,,,3.5,9,ms,0.0035,0.0009,B-,100,,B-N,,,,,,6671,16,32039720,540,36999,503,Y,1990,24-Aug-11,CHRISTIAN OUELLET and  BALRAJ SINGH,10/18/2023
10,23,Ne,,,180,,ns,0.00000018,,N,,,,,,,,,6436,18,33049523,644,46130,600,Y,,31-Mar-11,JUN CHEN AND BALRAJ SINGH,10/18/2023
10,24,Ne,,,60,,ns,0.00000006,,B-,,,B-N,,,B-2N,,,6287,15,34056728,551,52842,513,Y,2002,28-May-12,NINEL NICA and  BALRAJ SINGH,10/18/2023
11,6,Na,,,,,,,,,,,,,,,,,5522.7653,3.5068,17037273,64,34719.58,59.616,N,2017,1-Sep-17,J.H. Kelley and  G.C. Sheu,10/18/2023
11,7,Na,,,0.2,,MeV,2.28E-21,0,P,100,,,,,,,,6202.2176,5.2156,18026879.39,100.785,25037.992,93.881,N,2004,29-Jul-15,J.H. Kelley and  G.C. Sheu,10/18/2023
11,8,Na,,,40,,keV,1.14E-20,0,P,100,,,,,,,,6937.8864,0.5545,19013880.26,11.309,12929.384,10.535,N,1969,29-Jul-15,J.H. Kelley and  G.C. Sheu,10/18/2023
11,9,Na,2.9718,0.042,447.9,23,ms,0.4479,0.0023,EC,100,,ECA,20.05,0.2,,,,7298.5028,0.0554,20007354.3,1.19,6850.489,1.109,N,1950,21-Apr-97,D. R. TILLEY and  C. CHEVES and  J. KELLEY and  S. RAMAN and  H. WELLER,10/18/2023
11,10,Na,3.0136,0.0284,22.49,4,s,22.49,0.04,EC+B+,100,,,,,,,,7765.5581,0.002,20997654.46,0.045,-2184.857,0.042,N,1940,15-Jan-15,R.B. FIRESTONE,10/18/2023
11,11,Na,2.9852,0.0169,2.6018,22,Y,82104810,69425.23714,EC+B+,100,,,,,,,,7915.6624,0.006,21994437.55,0.141,-5181.391,0.132,N,1935,1-Apr-15,M. Shamsuzzoha Basunia,10/18/2023
11,12,Na,2.9936,0.0021,STABLE,,,,,,,,,,,,,,8111.4936,0.0002,22989769.28,0.00194,-9529.85352,0.00181,N,1921,1-Jun-20,M.S. Basunia{+#} and  A. Chakraborty{+##},10/18/2023
11,13,Na,2.9735,0.0169,14.956,3,h,53841.6,10.8,B-,100,,,,,,,,8063.4882,0.0007,23990963.01,0.017,-8417.901,0.017,N,1934,31-Mar-22,M. Shamsuzzoha Basunia and  Anagha Chakraborty,10/18/2023
11,14,Na,2.9769,0.0252,59.1,6,s,59.1,0.6,B-,100,,,,,,,,8101.3979,0.048,24989953.97,1.288,-9357.814,1.2,N,1943,1-Feb-08,R.B. FIRESTONE,10/18/2023
11,15,Na,2.9928,0.0331,1.07128,25,s,1.07128,0.00025,B-,100,,,,,,,,8004.2013,0.1347,25992634.65,3.759,-6860.78,3.502,N,1958,1-Feb-16,M.S. Basunia and A.M. Hurst,10/18/2023
11,16,Na,3.0136,0.0467,301,6,ms,0.301,0.006,B-,100,,B-N,0.13,0.04,,,,7956.9467,0.138,26994076.41,4,-5517.791,3.726,N,1968,30-Nov-10,M. Shamsuzzoha Basunia,10/18/2023
11,17,Na,3.04,0.0581,30.5,4,ms,0.0305,0.0004,B-,100,,B-N,0.58,0.12,,,,7799.2644,0.3659,27998939,11,-988.315,10.246,N,1969,1-Apr-13,M. Shamsuzzoha Basunia,10/18/2023
11,18,Na,3.0922,0.0723,44.1,9,ms,0.0441,0.0009,B-,100,,B-N,21.5,3,,,,7682.1522,0.253,29002877.09,7.876,2679.994,7.337,N,1969,1-Jan-12,M. Shamsuzzoha Basunia,10/18/2023
11,19,Na,3.118,0.0884,48,2,ms,0.048,0.002,B-,100,,B-N,30,4,B-2N,1.15,0.25,7501.9685,0.1576,30009097.93,5.074,8474.67,4.727,N,1969,30-Jun-10,M. SHAMSUZZOHA BASUNIA,10/18/2023
11,20,Na,3.1704,0.0893,17,4,ms,0.017,0.0004,B-,100,,B-N,39,5,B-2N,0.7,0.1,7398.6778,0.4507,31013146.65,15,12246.031,13.972,N,1969,24-Jun-22,Jun Chen and Balraj Singh,10/18/2023
11,21,Na,,,13.2,4,ms,0.0132,0.0004,B-,100,,B-N,24,7,B-2N,8.3,2.1,7219.8815,1.1644,32020011.02,40,18640.152,37.26,N,1972,24-Aug-11,CHRISTIAN OUELLET and  BALRAJ SINGH,10/18/2023
11,22,Na,,,8,4,ms,0.008,0.0004,B-,100,,B-N,47,6,B-2N,13,3,7089.9262,13.6337,33025529,483,23780.113,449.912,N,1972,31-Mar-11,JUN CHEN AND BALRAJ SINGH,10/18/2023
11,23,Na,,,5.5,10,ms,0.0055,0.001,B-,100,,B-2N,50,,B-N,15,,6886.4377,17.6299,34034010,643.5,31680.114,599.416,N,1983,28-May-12,NINEL NICA and  BALRAJ SINGH,10/18/2023
11,24,Na,,,1.8,5,ms,0.0018,0.0005,B-,100,,B-N,0,,B-5N,,,6745,19,35040614,720,37831,670,Y,1983,15-Dec-17,BALRAJ SINGH AND JUN CHEN,10/18/2023
11,25,Na,,,180,,ns,0.00000018,,N,,,,,,,,,6557,19,36049279,737,45903,687,Y,,31-Dec-11,NINEL NICA and  JOHN CAMERON AND BALRAJ SINGH,10/18/2023
11,26,Na,,,60,,ns,0.00000006,,B-,,,B-N,,,,,,6403,19,37057042,737,53134,687,Y,2002,15-Jan-12,JOHN CAMERON and  JUN CHEN AND BALRAJ SINGH and  NINEL NICA,10/18/2023
12,6,Mg,,,0.12,10,MeV,3.80E-21,3.17E-21,2P,100,,,,,,,,,,,,,,,,2-Feb-22,J.E. Purcell and  J.H. Kelley and  G.C. Sheu,10/18/2023
12,7,Mg,,,1.14E-04,,eV,4.00209E-12,0,2P,100,,,,,,,,5901.4992,3.1579,19034179.92,64.413,31838.394,60.001,N,2007,1-Jan-14,J.H. Kelley and  G.C. Sheu,10/18/2023
12,8,Mg,,,90.4,7,ms,0.0904,0.0007,B+,100,,B+P,30.3,1.2,,,,6728.0252,0.0931,20018763.08,2,17477.694,1.863,N,1974,20-Jun-19,J.H. Kelley and  G.C. Sheu,10/18/2023
12,9,Mg,,,122,3,ms,0.122,0.003,EC+B+,100,,B+P,32.6,1,B+A,0.5,,7105.0317,0.0359,21011705.76,0.81,10903.851,0.755,N,1963,15-Jan-15,R.B. FIRESTONE,10/18/2023
12,10,Mg,,,3.8755,12,s,3.8755,0.0012,EC+B+,100,,,,,,,,7662.7645,0.0072,21999570.6,0.17,-399.986,0.159,N,1961,1-Apr-15,M. Shamsuzzoha Basunia,10/18/2023
12,11,Mg,,,11.3046,45,s,11.3046,0.0045,EC+B+,100,,,,,,,,7901.1229,0.0014,22994123.77,0.034,-5473.675,0.032,N,1939,1-Jun-20,M.S. Basunia{+#} and  A. Chakraborty{+##},10/18/2023
12,12,Mg,3.057,0.0016,STABLE,,,,,,,,,,,,,,8260.7103,0.0006,23985041.69,0.013,-13933.578,0.013,N,1920,31-Mar-22,M. Shamsuzzoha Basunia and  Anagha Chakraborty,10/18/2023
12,13,Mg,3.0284,0.0022,STABLE,,,,,,,,,,,,,,8223.5028,0.0019,24985836.97,0.05,-13192.782,0.047,N,1920,1-Feb-08,R.B. FIRESTONE,10/18/2023
12,14,Mg,3.0337,0.0018,STABLE,,,,,,,,,,,,,,8333.8711,0.0011,25982592.97,0.031,-16214.544,0.029,N,1920,1-Feb-16,M.S. Basunia and A.M. Hurst,10/18/2023
12,15,Mg,,,9.458,12,m,567.48,0.72,B-,100,,,,,,,,8263.8525,0.0018,26984340.65,0.05,-14586.594,0.047,N,1934,30-Nov-10,M. Shamsuzzoha Basunia,10/18/2023
12,16,Mg,,,20.915,9,h,75294,32.4,B-,100,,,,,,,,8272.4531,0.0093,27983875.43,0.28,-15019.946,0.261,N,1953,1-Apr-13,M. Shamsuzzoha Basunia,10/18/2023
12,17,Mg,,,1.3,12,s,1.3,0.12,B-,100,,,,,,,,8113.5317,0.0119,28988607.16,0.369,-10612.36,0.345,N,1971,1-Jan-12,M. Shamsuzzoha Basunia,10/18/2023
12,18,Mg,,,335,17,ms,0.335,0.017,B-,100,,,,,,,,8054.425,0.0432,29990465.45,1.39,-8881.373,1.295,N,1971,30-Jun-10,M. SHAMSUZZOHA BASUNIA,10/18/2023
12,19,Mg,,,270,2,ms,0.27,0.002,B-,100,,B-N,6.2,1.9,,,,7869.1886,0.0992,30996648.23,3.3,-3122.152,3.074,N,1977,24-Jun-22,Jun Chen and Balraj Singh,10/18/2023
12,20,Mg,,,86,5,ms,0.086,0.005,B-,100,,B-N,5.5,0.5,,,,7803.8411,0.1019,31999110.14,3.5,-828.901,3.26,N,1977,24-Aug-11,CHRISTIAN OUELLET and  BALRAJ SINGH,10/18/2023
12,21,Mg,,,90.5,16,ms,0.0905,0.0016,B-,100,,B-N,14,2,,,,7636.4382,0.0807,33005327.86,2.859,4962.873,2.663,N,1979,31-Mar-11,JUN CHEN AND BALRAJ SINGH,10/18/2023
12,22,Mg,,,20,10,ms,0.02,0.01,B-,100,,B-N,,,,,,7550.3919,0.2027,34008935.46,7.4,8323.324,6.893,N,1979,28-May-12,NINEL NICA and  BALRAJ SINGH,10/18/2023
12,23,Mg,,,11.3,6,ms,0.0113,0.0006,B-,100,,B-N,52,46,B-3N,,,7356.2338,7.7048,35016790,289.5,15639.786,269.668,N,1989,15-Dec-17,BALRAJ SINGH AND JUN CHEN,10/18/2023
12,24,Mg,,,7.6,-3,ms,0.0076,0.00065,B-,100,,B-N,,,,,,7244.4202,19.1733,36021879,741,20380.159,690.237,N,1989,21-May-21,BALRAJ SINGH,10/18/2023
12,25,Mg,,,8,4,ms,0.008,0.004,N,,,B-N,,,B-,,,7055.1115,18.8905,37030286.27,750.35,28211.478,698.947,N,1996,15-Jan-12,JOHN CAMERON and  JUN CHEN AND BALRAJ SINGH and  NINEL NICA,10/18/2023
12,26,Mg,,,,,,,,B-,100,,B-N,,,B-2N,,,6928,13,38036580,540,34074,503,Y,1997,30-Sep-17,JUN CHEN,10/18/2023
12,27,Mg,,,180,,ns,0.00000018,,N,,,,,,,,,6734,13,39045921,551,42775,513,Y,,1-Jan-18,JUN CHEN,10/18/2023
12,28,Mg,,,,,,,,B-,100,,B-7N,,,B-6N,,,6598,13,40053194,537,49550,500,Y,2007,21-May-21,BALRAJ SINGH,10/18/2023
13,8,Al,,,35,,ns,0.000000035,,P,,,,,,,,,6297,29,21029082,644,27090,600,Y,,15-Jan-15,R.B. FIRESTONE,10/18/2023
13,9,Al,,,91.1,5,ms,0.0911,0.0005,EC+B+,100,,B+P,55,3,B+2P,1.1,0.1,6782,18,22019540,430,18201,401,Y,1982,1-Apr-15,M. Shamsuzzoha Basunia,10/18/2023
13,10,Al,,,446,6,ms,0.446,0.006,EC+B+,100,,ECP,1.04,0.03,,,,7335.7275,0.015,23007244.35,0.37,6748.071,0.345,N,1969,1-Jun-20,M.S. Basunia{+#} and  A. Chakraborty{+##},10/18/2023
13,11,Al,,,2.053,4,s,2.053,0.004,EC+B+,100,,ECA,0.035,0.006,ECP,0.0016,0.0003,7649.5806,0.0095,23999947.6,0.244,-48.812,0.228,N,1953,31-Mar-22,M. Shamsuzzoha Basunia and  Anagha Chakraborty,10/18/2023
13,12,Al,,,7.183,12,s,7.183,0.012,EC+B+,100,,,,,,,,8021.1366,0.0026,24990428.31,0.069,-8915.974,0.065,N,1953,1-Feb-08,R.B. FIRESTONE,10/18/2023
13,13,Al,,,7.17E+05,24,Y,2.26263E+13,7.57366E+11,EC+B+,100,,,,,,,,8149.7653,0.0026,25986891.88,0.071,-12210.139,0.066,N,1934,1-Feb-16,M.S. Basunia and A.M. Hurst,10/18/2023
13,14,Al,3.061,0.0031,STABLE,,,,,,,,,,,,,,8331.5533,0.0018,26981538.41,0.05,-17196.864,0.047,N,1922,30-Nov-10,M. Shamsuzzoha Basunia,10/18/2023
13,15,Al,,,2.245,2,m,134.7,0.12,B-,100,,,,,,,,8309.8969,0.0018,27981910.01,0.052,-16850.719,0.049,N,1934,1-Apr-13,M. Shamsuzzoha Basunia,10/18/2023
13,16,Al,,,6.56,6,m,393.6,3.6,B-,100,,,,,,,,8348.4647,0.0119,28980453.16,0.37,-18207.762,0.345,N,1939,1-Jan-12,M. Shamsuzzoha Basunia,10/18/2023
13,17,Al,,,3.62,6,s,3.62,0.06,B-,100,,,,,,,,8261.1049,0.0645,29982969.17,2.077,-15864.116,1.936,N,1961,30-Jun-10,M. SHAMSUZZOHA BASUNIA,10/18/2023
13,18,Al,,,644,25,ms,0.644,0.025,B-,100,,B-N,1.6,,,,,8225.518,0.0721,30983949.75,2.4,-14950.709,2.236,N,1971,24-Jun-22,Jun Chen and Balraj Singh,10/18/2023
13,19,Al,,,33,2,ms,0.033,0.0002,B-,100,,B-N,0.7,0.5,,,,8100.3449,0.2241,31988084.34,7.7,-11099.368,7.173,N,1971,24-Aug-11,CHRISTIAN OUELLET and  BALRAJ SINGH,10/18/2023
13,20,Al,,,41.7,2,ms,0.0417,0.0002,B-,100,,B-N,8.5,0.7,,,,8020.6172,0.2117,32990877.69,7.5,-8497.382,6.986,N,1971,31-Mar-11,JUN CHEN AND BALRAJ SINGH,10/18/2023
13,21,Al,,,56.3,5,ms,0.0563,0.0005,B-,100,,B-N,26,4,,,,7860.3506,0.0619,33996781.92,2.259,-2997.619,2.105,N,1977,28-May-12,NINEL NICA and  BALRAJ SINGH,10/18/2023
13,22,Al,,,38.3,4,ms,0.0383,0.0004,B-,100,,B-N,38,2,B-2N,0,,7787.1243,0.2103,34999759.82,7.9,-223.73,7.359,N,1979,15-Dec-17,BALRAJ SINGH AND JUN CHEN,10/18/2023
13,23,Al,,,90,40,ms,0.09,0.04,B-,100,,B-N,31,,,,,7623.5154,4.1529,36006388,160.5,5950.384,149.505,N,1979,31-Dec-11,NINEL NICA and  JOHN CAMERON AND BALRAJ SINGH,10/18/2023
13,24,Al,,,10.7,13,ms,0.0107,0.0013,B-,100,,B-N,,,,,,7531.316,4.8715,37010531,193.5,9809.564,180.244,N,1979,15-Jan-12,JOHN CAMERON and  JUN CHEN AND BALRAJ SINGH and  NINEL NICA,10/18/2023
13,25,Al,,,9,7,ms,0.009,0.0007,B-N,,,B-2N,,,B-,,,7370,4,38017681,161,16470,150,Y,1989,30-Sep-17,JUN CHEN,10/18/2023
13,26,Al,,,7.6,16,ms,0.0076,0.0016,B-,100,,B-2N,,,B-N,,,7260,8,39023070,322,21490,300,Y,1989,1-Jan-18,JUN CHEN,10/18/2023
13,27,Al,,,260,,ns,0.00000026,,B-,100,,B-2N,,,B-N,,,7097,7,40030940,322,28820,300,Y,1996,30-Sep-15,JUN CHEN,10/18/2023
13,28,Al,,,,,,,,B-,100,,B-N,,,,,,6980,10,41037134,429,34590,400,Y,1997,30-Sep-15,C.D. Nesaraja and  E.A. McCutchan,10/18/2023
13,29,Al,,,170,,ns,0.00000017,,B-,,,B-N,,,B-2N,,,6829,12,42045078,537,41990,500,Y,2007,31-May-16,JUN CHEN{+#} AND BALRAJ SINGH,10/18/2023
13,30,Al,,,170,,ns,0.00000017,,B-,,,B-N,,,B-2N,,,6712,14,43051820,644,48270,600,Y,2007,31-Mar-15,BALRAJ SINGH AND JUN CHEN{+#},10/18/2023
14,8,Si,,,29,2,ms,0.029,0.002,EC+B+,100,,B+P,32,4,,,,6044,23,22036114,537,33640,500,Y,1987,1-Apr-15,M. Shamsuzzoha Basunia,10/18/2023
14,9,Si,,,42.3,4,ms,0.0423,0.0004,EC+B+,100,,ECP,88,,EC2P,3.6,0.4,6554,22,23025711,537,23950,500,Y,1986,1-Jun-20,M.S. Basunia{+#} and  A. Chakraborty{+##},10/18/2023
14,10,Si,,,141.3,15,ms,0.1413,0.0015,EC+B+,100,,ECP,32.4,1.3,,,,7167.2329,0.8113,24011535.43,20.904,10745.186,19.472,N,1979,31-Mar-22,M. Shamsuzzoha Basunia and  Anagha Chakraborty,10/18/2023
14,11,Si,,,220,3,ms,0.22,0.003,EC+B+,100,,B+P,35,2,,,,7480.1109,0.4,25004108.8,10.735,3827.322,10,N,1963,1-Feb-08,R.B. FIRESTONE,10/18/2023
14,12,Si,,,2.2453,7,s,2.2453,0.0007,EC+B+,100,,,,,,,,7924.7083,0.0041,25992333.82,0.115,-7141.003,0.108,N,1960,1-Feb-16,M.S. Basunia and A.M. Hurst,10/18/2023
14,13,Si,,,4.15,4,s,4.15,0.04,EC+B+,100,,,,,,,,8124.342,0.004,26986704.69,0.115,-12384.505,0.107,N,1939,30-Nov-10,M. Shamsuzzoha Basunia,10/18/2023
14,14,Si,3.1224,0.0024,STABLE,,,,,,,,,,,,,,8447.7445,0.0002,27976926.53,0.00055,-21492.79711,0.00051,N,1920,1-Apr-13,M. Shamsuzzoha Basunia,10/18/2023
14,15,Si,3.1176,0.0052,STABLE,,,,,,,,,,,,,,8448.6361,0.0002,28976494.66,0.0006,-21895.08154,0.00056,N,1920,1-Jan-12,M. Shamsuzzoha Basunia,10/18/2023
14,16,Si,3.1336,0.004,STABLE,,,,,,,,,,,,,,8520.6549,0.0008,29973770.14,0.023,-24432.962,0.022,N,1924,30-Jun-10,M. SHAMSUZZOHA BASUNIA,10/18/2023
14,17,Si,,,157.24,20,m,9434.4,12,B-,100,,,,,,,,8458.2916,0.0014,30975363.2,0.046,-22949.037,0.043,N,1934,24-Jun-22,Jun Chen and Balraj Singh,10/18/2023
14,18,Si,,,157,7,Y,4954437378,220898481.8,B-,100,,,,,,,,8481.469,0.0093,31974151.54,0.32,-24077.689,0.298,N,1953,15-Jan-20,BALRAJ SINGH,10/18/2023
14,19,Si,,,6.11,21,s,6.11,0.21,B-,100,,,,,,,,8361.0596,0.0212,32977976.96,0.75,-20514.328,0.699,N,1971,31-Mar-11,JUN CHEN AND BALRAJ SINGH,10/18/2023
14,20,Si,,,2.77,20,s,2.77,0.2,B-,100,,,,,,,,8337.1659,0.0236,33978538.05,0.86,-19991.684,0.801,N,1971,28-May-12,NINEL NICA and  BALRAJ SINGH,10/18/2023
14,21,Si,,,0.78,12,s,0.78,0.12,B-,100,,B-N,5,,,,,8169.5644,1.0245,34984550.11,38.494,-14391.48,35.857,N,1971,31-May-15,JUN CHEN AND BALRAJ SINGH,10/18/2023
14,22,Si,,,0.45,6,s,0.45,0.06,B-,100,,B-N,10,,,,,8112.5199,1.9944,35986649.27,77.077,-12436.125,71.797,N,1971,31-Dec-11,NINEL NICA and  JOHN CAMERON AND BALRAJ SINGH,10/18/2023
14,23,Si,,,90,60,ms,0.09,0.06,B-,100,,B-N,17,13,B-2N,,,7952.9033,3.0759,36992945.19,122.179,-6571.512,113.809,N,1979,31-May-15,JUN CHEN AND BALRAJ SINGH,10/18/2023
14,24,Si,,,63,8,ms,0.063,0.008,B-,100,,B-N,25,10,,,,7892.8297,2.7577,37995523,112.5,-4170.299,104.793,N,1979,30-Sep-17,JUN CHEN,10/18/2023
14,25,Si,,,47.5,20,ms,0.0475,0.002,B-,100,,B-2N,,,B-N,,,7730.9793,3.4752,39002491,145.5,2320.352,135.532,N,1979,1-Jan-18,JUN CHEN,10/18/2023
14,26,Si,,,33,10,ms,0.033,0.001,B-,100,,B-2N,,,B-N,,,7655.8247,3.0498,40006083.64,130.962,5666.876,121.991,N,1989,30-Sep-15,JUN CHEN,10/18/2023
14,27,Si,,,20,25,ms,0.02,0.0025,B-,100,,B-N,0,,,,,7482,7,41014171,322,13200,300,Y,1989,30-Sep-15,C.D. Nesaraja and  E.A. McCutchan,10/18/2023
14,28,Si,,,12.5,35,ms,0.0125,0.0035,B-,100,,B-N,,,B-2N,,,7410,7,42018078,322,16840,300,Y,1990,31-May-16,JUN CHEN{+#} AND BALRAJ SINGH,10/18/2023
14,29,Si,,,60,,ns,0.00000006,,B-,,,B-N,,,B-2N,,,7251,9,43026119,429,24330,400,Y,2002,31-Mar-15,BALRAJ SINGH AND JUN CHEN{+#},10/18/2023
14,30,Si,,,360,,ns,0.00000036,,B-,100,,B-N,,,,,,7156,11,44031466,537,29310,500,Y,2007,31-Jul-11,JUN CHEN and  BALRAJ SINGH AND JOHN A. CAMERON,10/18/2023
15,10,P,,,30,,ns,0.00000003,,P,100,,,,,,,,6794,16,25021675,429,20190,400,Y,,1-Feb-08,R.B. FIRESTONE,10/18/2023
15,11,P,,,43.7,6,ms,0.0437,0.0006,EC+B+,100,,ECP,36.8,2,EC2P,2.16,0.24,7198,8,26011780,210,10973,196,Y,1983,1-Feb-16,M.S. Basunia and A.M. Hurst,10/18/2023
15,12,P,,,260,80,ms,0.26,0.08,EC+B+,100,,B+P,0.07,,,,,7661.0894,0.3334,26999292.5,9.662,-659.032,9.001,N,1977,30-Nov-10,M. Shamsuzzoha Basunia,10/18/2023
15,13,P,,,270.3,5,ms,0.2703,0.0005,EC+B+,100,,ECP,0.0013,0.0004,ECA,0.00086,0.00025,7907.4842,0.041,27992326.46,1.231,-7147.856,1.147,N,1953,1-Apr-13,M. Shamsuzzoha Basunia,10/18/2023
15,14,P,,,4.142,15,s,4.142,0.015,EC+B+,100,,,,,,,,8251.2368,0.0124,28981800.37,0.385,-16952.849,0.359,N,1941,1-Jan-12,M. Shamsuzzoha Basunia,10/18/2023
15,15,P,,,2.498,4,m,149.88,0.24,EC+B+,100,,,,,,,,8353.5064,0.0022,29978313.49,0.069,-20200.856,0.065,N,1934,30-Jun-10,M. SHAMSUZZOHA BASUNIA,10/18/2023
15,16,P,3.1889,0.0019,STABLE,,,,,,,,,,,,,,8481.1677,0.0002,30973762,0.0008,-24440.54442,0.00075,N,1920,24-Jun-22,Jun Chen and Balraj Singh,10/18/2023
15,17,P,,,14.268,5,d,1232755.2,432,B-,100,,,,,,,,8464.1203,0.0013,31973907.64,0.042,-24304.876,0.04,N,1934,24-Aug-11,CHRISTIAN OUELLET and  BALRAJ SINGH,10/18/2023
15,18,P,,,25.35,11,d,2190240,9504,B-,100,,,,,,,,8513.8073,0.033,32971725.69,1.17,-26337.35,1.09,N,1951,5-Jul-17,BALRAJ SINGH AND JUN CHEN,10/18/2023
15,19,P,,,12.43,10,s,12.43,0.1,B-,100,,,,,,,,8448.1856,0.0238,33973645.89,0.87,-24548.702,0.81,N,1945,28-May-12,NINEL NICA and  BALRAJ SINGH,10/18/2023
15,20,P,,,47.3,8,s,47.3,0.8,B-,100,,,,,,,,8446.2496,0.0533,34973314.05,2.003,-24857.809,1.866,N,1971,20-Oct-11,JUN CHEN and  JOHN CAMERON AND BALRAJ SINGH,10/18/2023
15,21,P,,,5.6,3,s,5.6,0.3,B-,100,,,,,,,,8307.8692,0.3643,35978259.61,14.078,-20251.045,13.114,N,1971,31-Dec-11,NINEL NICA and  JOHN CAMERON AND BALRAJ SINGH,10/18/2023
15,22,P,,,2.31,13,s,2.31,0.13,B-,100,,,,,,,,8267.5561,1.0256,36979606.94,40.738,-18996.012,37.948,N,1971,15-Jan-12,JOHN CAMERON and  JUN CHEN AND BALRAJ SINGH and  NINEL NICA,10/18/2023
15,23,P,,,0.64,14,s,0.64,0.14,B-,100,,B-N,12,5,,,,8147.2749,1.91,37984303.11,77.918,-14621.565,72.581,N,1971,30-Sep-17,JUN CHEN,10/18/2023
15,24,P,,,0.28,4,s,0.28,0.04,B-,100,,B-N,26,8,,,,8097.9701,2.8883,38986285.87,120.929,-12774.636,112.645,N,1977,1-Jan-18,JUN CHEN,10/18/2023
15,25,P,,,150,8,ms,0.15,0.008,B-,100,,B-N,15.8,2.1,B-2N,,,7981.4177,2.0902,39991262.22,89.755,-8139.189,83.607,N,1979,30-Sep-15,JUN CHEN,10/18/2023
15,26,P,,,101,5,ms,0.101,0.005,B-,100,,B-N,30,10,,,,7906.5513,2.9308,40994654,129,-4979.767,120.163,N,1979,30-Sep-15,C.D. Nesaraja and  E.A. McCutchan,10/18/2023
15,27,P,,,48.5,15,ms,0.0485,0.0015,B-,100,,B-N,50,20,B-2N,,,7765.9122,2.2621,42001172.14,101.996,1091.842,95.009,N,1979,31-May-16,JUN CHEN{+#} AND BALRAJ SINGH,10/18/2023
15,28,P,,,36.5,15,ms,0.0365,0.0015,B-,100,,B-N,100,,B-2N,,,7681,7,43005411,322,5040,300,Y,1989,31-Mar-15,BALRAJ SINGH AND JUN CHEN{+#},10/18/2023
15,29,P,,,18.5,25,ms,0.0185,0.0025,B-,,,B-N,,,,,,7552,9,44011927,429,11110,400,Y,1989,31-Jul-11,JUN CHEN and  BALRAJ SINGH AND JOHN A. CAMERON,10/18/2023
